User_ID,Customer_Name,Gender,Age,Occupation,Monthly_Income,Phone_Number,Email,Account_Number,UPI_ID,City,State,Preferred_Payment_Method,Preferred_Device,Preferred_Browser,Average_Spending,Maximum_Spending,Preferred_Transaction_Hour,Account_Creation_Date,Account_Age_Days
USR0252,Tanish Aurora,Female,54,Teacher,62639,2418837726,tanish.aurora85@gmail.com,ACC5438474114,tanish30@pay,Ahmedabad,Gujarat,Credit Card,Windows Laptop,Chrome,1107,16605,12,2023-05-21,1171
USR0253,Yachana Palla,Female,28,Software Engineer,163404,7788867643,yachana.palla356@gmail.com,ACC5428082088,yachana975@pay,Bangalore,Karnataka,Debit Card,Tablet,Safari,1786,10716,10,2019-11-27,2442
USR0254,Ekaraj Devan,Female,31,Teacher,127290,4809678263,ekaraj.devan749@gmail.com,ACC7614788357,ekaraj686@pay,Jaipur,Rajasthan,Credit Card,Windows Laptop,Firefox,1285,7710,19,2021-03-18,1965
USR0255,Girik Boase,Female,27,Student,114589,4341767988,girik.boase447@gmail.com,ACC5671328227,girik853@pay,Chennai,Tamil Nadu,Wallet,MacBook,Firefox,1294,6470,13,2024-01-06,941
USR0256,Saanvi Shere,Male,58,Business,41479,7724922240,saanvi.shere874@gmail.com,ACC5791074361,saanvi813@pay,Ahmedabad,Gujarat,Net Banking,MacBook,Safari,7830,101790,9,2021-10-31,1738
USR0257,Gaurang Bakshi,Female,29,Government Employee,119993,3351074080,gaurang.bakshi201@gmail.com,ACC2914590233,gaurang279@pay,Pune,Maharashtra,Net Banking,MacBook,Edge,2353,30589,8,2021-12-13,1695
USR0258,Sarthak Kumer,Male,62,Software Engineer,42467,4360184810,sarthak.kumer837@gmail.com,ACC7620473079,sarthak784@pay,Pune,Maharashtra,Wallet,iPhone,Chrome,7387,125579,20,2020-04-04,2313
USR0259,Yatin Sanghvi,Female,54,Teacher,144849,6822069917,yatin.sanghvi90@gmail.com,ACC9739092337,yatin594@pay,Delhi,Delhi,Wallet,Tablet,Firefox,1485,28215,12,2024-08-28,706
USR0260,Kamala Chowdhury,Male,31,Teacher,53078,8182872792,kamala.chowdhury443@gmail.com,ACC8228968839,kamala216@pay,Chennai,Tamil Nadu,Debit Card,Tablet,Edge,3119,21833,9,2018-10-05,2860
USR0261,Anita Sathe,Female,53,Lawyer,164717,8337638122,anita.sathe887@gmail.com,ACC4751509023,anita815@pay,Pune,Maharashtra,Wallet,Tablet,Safari,1421,25578,11,2025-11-09,268
USR0262,Anthony Chakrabarti,Male,54,Freelancer,172745,1420609627,anthony.chakrabarti957@gmail.com,ACC4348118981,anthony814@pay,Bangalore,Karnataka,Credit Card,Tablet,Edge,7691,138438,15,2024-11-30,612
USR0263,Amruta Warrior,Female,59,Accountant,169952,3971537728,amruta.warrior494@gmail.com,ACC1160913827,amruta292@pay,Kochi,Kerala,Net Banking,iPhone,Safari,817,13889,17,2019-07-26,2566
USR0264,Bahadurjit Chadha,Male,21,Accountant,90407,8527928922,bahadurjit.chadha30@gmail.com,ACC8703676933,bahadurjit328@pay,Pune,Maharashtra,Credit Card,MacBook,Chrome,7618,91416,11,2024-09-17,686
USR0265,Kiaan Chander,Female,65,Accountant,222907,5629253460,kiaan.chander285@gmail.com,ACC8425136942,kiaan629@pay,Pune,Maharashtra,UPI,iPhone,Safari,2231,40158,22,2021-05-25,1897
USR0266,Qasim Golla,Female,21,Designer,227484,0429439288,qasim.golla77@gmail.com,ACC7471636437,qasim148@pay,Hyderabad,Telangana,Wallet,Tablet,Chrome,1923,21153,13,2025-04-18,473
USR0267,Jackson Setty,Male,33,Student,139655,8692387068,jackson.setty950@gmail.com,ACC6150137259,jackson387@pay,Chennai,Tamil Nadu,Net Banking,Tablet,Safari,5705,45640,7,2019-10-16,2484
USR0268,Jagrati Ravel,Male,41,Accountant,175724,5762081884,jagrati.ravel191@gmail.com,ACC7662927609,jagrati362@pay,Ahmedabad,Gujarat,Debit Card,Windows Laptop,Chrome,2835,14175,19,2023-03-29,1224
USR0269,Nandini Lanka,Male,28,Freelancer,224427,7117816180,nandini.lanka887@gmail.com,ACC6182870116,nandini677@pay,Mumbai,Maharashtra,Net Banking,Tablet,Chrome,7583,37915,22,2025-03-12,510
USR0270,Hamsini Lala,Male,59,Doctor,177585,4324328611,hamsini.lala239@gmail.com,ACC8055515912,hamsini443@pay,Chennai,Tamil Nadu,Net Banking,Windows Laptop,Safari,2564,28204,21,2018-10-12,2853
USR0271,Deepa Bawa,Female,61,Designer,236088,8828764431,deepa.bawa416@gmail.com,ACC3510353238,deepa17@pay,Kochi,Kerala,Wallet,Windows Laptop,Edge,2945,23560,22,2026-07-04,31
USR0272,Sai Narayanan,Male,39,Business,187928,7412846031,sai.narayanan892@gmail.com,ACC6484179008,sai681@pay,Pune,Maharashtra,Credit Card,iPhone,Firefox,4737,56844,8,2023-02-11,1270
USR0273,Edhitha Venkatesh,Female,60,Government Employee,198456,9047611407,edhitha.venkatesh748@gmail.com,ACC9699264134,edhitha519@pay,Hyderabad,Telangana,Credit Card,Windows Laptop,Safari,3814,64838,8,2022-04-19,1568
USR0274,Om Sodhi,Male,39,Teacher,199914,7136782835,om.sodhi663@gmail.com,ACC8666074487,om938@pay,Jaipur,Rajasthan,Credit Card,Tablet,Edge,7425,74250,12,2026-01-05,211
USR0275,Tamanna Kalla,Female,24,Accountant,53539,1063423394,tamanna.kalla752@gmail.com,ACC1383539822,tamanna373@pay,Delhi,Delhi,Debit Card,Windows Laptop,Safari,6956,104340,18,2023-07-22,1109
USR0276,Meghana Mani,Female,55,Business,141572,8517834556,meghana.mani491@gmail.com,ACC3665691647,meghana493@pay,Bangalore,Karnataka,Debit Card,Tablet,Chrome,7606,129302,16,2021-02-21,1990
USR0277,Osha Pal,Female,21,Doctor,56009,3574493622,osha.pal360@gmail.com,ACC2965254350,osha333@pay,Mumbai,Maharashtra,Debit Card,Android,Safari,3224,32240,17,2021-01-22,2020
USR0278,Ranbir Rout,Male,18,Accountant,91703,9694832274,ranbir.rout789@gmail.com,ACC4322338756,ranbir600@pay,Mumbai,Maharashtra,Debit Card,MacBook,Chrome,1560,28080,20,2021-07-25,1836
USR0279,Lakshit Char,Female,45,Accountant,120484,4454056490,lakshit.char48@gmail.com,ACC3292578829,lakshit758@pay,Chennai,Tamil Nadu,Credit Card,Android,Edge,6700,73700,7,2018-12-11,2793
USR0280,Ekaja Bhandari,Male,58,Teacher,79314,6000204570,ekaja.bhandari329@gmail.com,ACC1553753599,ekaja402@pay,Pune,Maharashtra,Wallet,Tablet,Edge,1868,13076,8,2024-02-24,892
USR0281,Anusha Hans,Female,36,Accountant,210796,4268404896,anusha.hans620@gmail.com,ACC7546035453,anusha454@pay,Jaipur,Rajasthan,Debit Card,Windows Laptop,Safari,3442,37862,12,2022-01-09,1668
USR0282,Dominic Chowdhury,Female,19,Teacher,78804,1860013711,dominic.chowdhury226@gmail.com,ACC4152835101,dominic613@pay,Hyderabad,Telangana,Wallet,iPhone,Chrome,3503,21018,19,2019-02-05,2737
USR0283,Advik Devi,Female,52,Freelancer,32736,0971103076,advik.devi59@gmail.com,ACC3843139149,advik679@pay,Kochi,Kerala,UPI,Android,Chrome,3914,74366,19,2025-08-17,352
USR0284,Amruta Chahal,Male,53,Business,144360,4201747071,amruta.chahal220@gmail.com,ACC3707166618,amruta318@pay,Hyderabad,Telangana,Net Banking,Android,Edge,5601,50409,20,2019-10-25,2475
USR0285,Rayaan Cherian,Male,50,Freelancer,50863,5429150229,rayaan.cherian126@gmail.com,ACC4370518841,rayaan519@pay,Delhi,Delhi,Debit Card,Tablet,Firefox,6873,89349,13,2019-02-04,2738
USR0286,Kashvi Grewal,Female,63,Lawyer,97424,0917847984,kashvi.grewal50@gmail.com,ACC7649205361,kashvi942@pay,Hyderabad,Telangana,Debit Card,MacBook,Edge,2421,12105,7,2022-07-22,1474
USR0287,Nathaniel Narayanan,Male,25,Freelancer,195380,6209352883,nathaniel.narayanan162@gmail.com,ACC5077839614,nathaniel808@pay,Ahmedabad,Gujarat,Wallet,Android,Chrome,7911,102843,14,2019-09-09,2521
USR0288,Ganga Sen,Female,36,Business,141707,1898118367,ganga.sen112@gmail.com,ACC4492574713,ganga905@pay,Chennai,Tamil Nadu,UPI,Windows Laptop,Edge,7066,105990,20,2023-11-15,993
USR0289,Idika Sahni,Male,24,Student,22535,8071771038,idika.sahni689@gmail.com,ACC3779696951,idika346@pay,Hyderabad,Telangana,Credit Card,MacBook,Edge,7696,53872,18,2022-10-06,1398
USR0290,Hritik Memon,Female,29,Software Engineer,125061,3445883314,hritik.memon995@gmail.com,ACC7255786047,hritik865@pay,Kolkata,West Bengal,Net Banking,MacBook,Safari,5815,58150,10,2026-07-28,7
USR0291,Omisha Gopal,Male,62,Student,241341,5350637218,omisha.gopal116@gmail.com,ACC7832220535,omisha831@pay,Hyderabad,Telangana,Wallet,MacBook,Firefox,5507,93619,18,2024-12-26,586
USR0292,Samuel Wable,Male,61,Doctor,146636,3768526109,samuel.wable125@gmail.com,ACC9107154202,samuel461@pay,Ahmedabad,Gujarat,UPI,Android,Edge,5865,87975,7,2023-12-17,961
USR0293,Aadhya Dube,Male,60,Government Employee,156078,6338020623,aadhya.dube714@gmail.com,ACC5704029171,aadhya687@pay,Jaipur,Rajasthan,Debit Card,MacBook,Edge,5937,100929,11,2023-05-17,1175
USR0294,Indrajit Mittal,Male,18,Doctor,152531,5350103435,indrajit.mittal882@gmail.com,ACC1710404224,indrajit779@pay,Ahmedabad,Gujarat,Net Banking,Windows Laptop,Firefox,3210,41730,8,2019-04-29,2654
USR0295,Chanakya Raghavan,Male,53,Lawyer,125716,7120147670,chanakya.raghavan90@gmail.com,ACC7266763552,chanakya830@pay,Mumbai,Maharashtra,Wallet,MacBook,Chrome,7517,150340,21,2021-11-20,1718
USR0296,Lajita Natarajan,Female,25,Accountant,215359,1043659627,lajita.natarajan115@gmail.com,ACC7027727434,lajita46@pay,Chennai,Tamil Nadu,Wallet,Tablet,Chrome,7265,50855,16,2025-01-25,556
USR0297,Kamya Saran,Male,59,Accountant,109352,6051183309,kamya.saran855@gmail.com,ACC7246858055,kamya583@pay,Pune,Maharashtra,Wallet,Tablet,Safari,6370,101920,21,2018-11-29,2805
USR0298,Balveer Parsa,Male,24,Teacher,20575,1183985502,balveer.parsa373@gmail.com,ACC7536876169,balveer728@pay,Pune,Maharashtra,UPI,Android,Firefox,4533,40797,20,2021-09-02,1797
USR0299,Aarnav Ramachandran,Male,34,Freelancer,71359,4937458350,aarnav.ramachandran133@gmail.com,ACC2687477596,aarnav478@pay,Mumbai,Maharashtra,Debit Card,Windows Laptop,Chrome,6702,120636,8,2024-11-08,634
USR0300,Yachana Chadha,Male,46,Accountant,192610,1654764266,yachana.chadha989@gmail.com,ACC3165512104,yachana996@pay,Kochi,Kerala,Net Banking,Android,Chrome,5032,90576,22,2024-05-31,795
USR0301,Nidra Agarwal,Male,62,Freelancer,65521,9232262492,nidra.agarwal116@gmail.com,ACC9086117171,nidra526@pay,Hyderabad,Telangana,Net Banking,MacBook,Firefox,2741,46597,17,2020-02-27,2350
USR0302,Zaid Doctor,Female,46,Doctor,56223,6644124123,zaid.doctor626@gmail.com,ACC8991678061,zaid738@pay,Kolkata,West Bengal,Wallet,iPhone,Firefox,2217,31038,18,2019-07-15,2577
USR0303,Ekbal Rau,Male,63,Doctor,152092,7786443370,ekbal.rau720@gmail.com,ACC8030335064,ekbal737@pay,Jaipur,Rajasthan,UPI,Windows Laptop,Safari,5274,94932,16,2025-07-07,393
USR0304,Divya Jhaveri,Female,18,Designer,47910,7286896435,divya.jhaveri400@gmail.com,ACC1624173500,divya696@pay,Chennai,Tamil Nadu,UPI,iPhone,Edge,6645,66450,16,2024-12-23,589
USR0305,Matthew Loyal,Female,27,Student,201035,8791565983,matthew.loyal218@gmail.com,ACC5433722159,matthew843@pay,Delhi,Delhi,Net Banking,Android,Firefox,6581,111877,14,2020-07-24,2202
USR0306,Hitesh Pillay,Female,62,Student,120029,7467871172,hitesh.pillay436@gmail.com,ACC3371357111,hitesh23@pay,Kolkata,West Bengal,Credit Card,iPhone,Safari,7299,87588,18,2023-08-09,1091
USR0307,Dalbir Agarwal,Male,64,Teacher,97116,6644744689,dalbir.agarwal191@gmail.com,ACC1319841893,dalbir995@pay,Ahmedabad,Gujarat,Debit Card,Tablet,Chrome,3590,21540,20,2018-10-05,2860
USR0308,Faras Jha,Female,53,Business,54096,3050695278,faras.jha608@gmail.com,ACC8928570600,faras15@pay,Hyderabad,Telangana,Credit Card,MacBook,Firefox,827,7443,17,2022-05-21,1536
USR0309,Janya Dixit,Male,58,Freelancer,241024,5301462809,janya.dixit512@gmail.com,ACC7657887271,janya84@pay,Delhi,Delhi,Credit Card,Tablet,Firefox,2006,14042,12,2019-11-21,2448
USR0310,Xavier Korpal,Female,52,Designer,125753,3455320176,xavier.korpal367@gmail.com,ACC6720396142,xavier379@pay,Bangalore,Karnataka,Credit Card,iPhone,Safari,5098,25490,10,2021-05-05,1917
USR0311,Gavin Maharaj,Female,46,Teacher,188365,4443612858,gavin.maharaj950@gmail.com,ACC3667740351,gavin991@pay,Kochi,Kerala,UPI,Windows Laptop,Safari,7022,56176,19,2024-12-22,590
USR0312,Vihaan Varughese,Female,52,Business,26476,4423295823,vihaan.varughese851@gmail.com,ACC8604215219,vihaan536@pay,Jaipur,Rajasthan,Wallet,MacBook,Safari,859,12026,13,2020-11-05,2098
USR0313,Aryan Ghosh,Female,50,Software Engineer,45154,7245228786,aryan.ghosh989@gmail.com,ACC3290101581,aryan651@pay,Hyderabad,Telangana,UPI,iPhone,Firefox,7585,136530,10,2025-11-03,274
USR0314,Tristan Mand,Male,52,Lawyer,189492,3897167783,tristan.mand774@gmail.com,ACC3946534590,tristan34@pay,Bangalore,Karnataka,Net Banking,Windows Laptop,Chrome,1216,8512,8,2024-11-10,632
USR0315,Neelima Shetty,Male,34,Designer,38465,0171427846,neelima.shetty851@gmail.com,ACC6405851839,neelima407@pay,Kochi,Kerala,Net Banking,MacBook,Safari,3091,15455,19,2022-01-27,1650
USR0316,Waida Chanda,Male,52,Student,188145,5670655613,waida.chanda74@gmail.com,ACC3515167269,waida727@pay,Kochi,Kerala,UPI,Windows Laptop,Chrome,2874,40236,9,2022-06-11,1515
USR0317,Gopal Madan,Female,46,Lawyer,123576,7418164593,gopal.madan495@gmail.com,ACC1944316108,gopal774@pay,Chennai,Tamil Nadu,Net Banking,Tablet,Edge,5694,51246,16,2025-06-13,417
USR0318,Warinder Badami,Female,18,Designer,249314,6781363434,warinder.badami154@gmail.com,ACC1529290976,warinder15@pay,Jaipur,Rajasthan,Wallet,Tablet,Safari,4900,34300,16,2021-12-15,1693
USR0319,Ansh Shroff,Male,65,Government Employee,75505,1981252740,ansh.shroff937@gmail.com,ACC3201397080,ansh174@pay,Kolkata,West Bengal,Debit Card,iPhone,Edge,2091,16728,12,2023-10-02,1037
USR0320,Manya Aggarwal,Male,53,Accountant,188997,3019607062,manya.aggarwal84@gmail.com,ACC5584288132,manya110@pay,Jaipur,Rajasthan,Debit Card,Tablet,Safari,3210,51360,11,2024-05-19,807
USR0321,Lajita Aurora,Male,24,Business,182402,7701565431,lajita.aurora931@gmail.com,ACC6126037320,lajita507@pay,Bangalore,Karnataka,Net Banking,Windows Laptop,Edge,6180,55620,18,2020-12-05,2068
USR0322,Ayushman Parmar,Female,45,Doctor,21266,6645748864,ayushman.parmar262@gmail.com,ACC4374384508,ayushman739@pay,Pune,Maharashtra,Net Banking,Windows Laptop,Edge,1600,24000,22,2022-01-24,1653
USR0323,Jason Balay,Female,46,Government Employee,223100,9824415810,jason.balay508@gmail.com,ACC3369412470,jason189@pay,Delhi,Delhi,Wallet,Android,Edge,7534,67806,13,2022-05-11,1546
USR0324,Bachittar Balasubramanian,Female,64,Software Engineer,210690,7298858771,bachittar.balasubramanian923@gmail.com,ACC3534186676,bachittar938@pay,Bangalore,Karnataka,UPI,Tablet,Edge,4952,99040,11,2018-08-04,2922
USR0325,Ucchal Sidhu,Female,43,Teacher,222413,2947583762,ucchal.sidhu760@gmail.com,ACC8976459315,ucchal147@pay,Kochi,Kerala,Net Banking,Tablet,Chrome,3750,60000,7,2022-04-16,1571
USR0326,Elijah Lala,Male,57,Doctor,218497,4850314608,elijah.lala153@gmail.com,ACC2916502228,elijah193@pay,Jaipur,Rajasthan,Wallet,Tablet,Firefox,6528,130560,18,2026-06-13,52
USR0327,Chaman Agrawal,Male,32,Accountant,80751,5960890133,chaman.agrawal280@gmail.com,ACC2586712032,chaman53@pay,Bangalore,Karnataka,Debit Card,Tablet,Edge,3679,73580,21,2022-07-27,1469
USR0328,Varenya Kadakia,Male,20,Government Employee,47059,4395902465,varenya.kadakia658@gmail.com,ACC8858274691,varenya864@pay,Jaipur,Rajasthan,Credit Card,Tablet,Firefox,3585,60945,18,2024-01-28,919
USR0329,Lekha Samra,Male,51,Business,118652,6105020770,lekha.samra538@gmail.com,ACC7038046278,lekha846@pay,Mumbai,Maharashtra,Credit Card,MacBook,Safari,7767,38835,11,2020-05-06,2281
USR0330,Ucchal Datta,Female,28,Teacher,40208,2561334628,ucchal.datta668@gmail.com,ACC2206067650,ucchal163@pay,Jaipur,Rajasthan,Debit Card,iPhone,Edge,5431,43448,14,2021-11-21,1717
USR0331,Chanchal Dhillon,Female,39,Software Engineer,146226,0327113294,chanchal.dhillon500@gmail.com,ACC8874242713,chanchal32@pay,Ahmedabad,Gujarat,Debit Card,Android,Firefox,5198,51980,11,2020-02-01,2376
USR0332,Faqid Vala,Male,54,Doctor,34656,8595108050,faqid.vala274@gmail.com,ACC4961879157,faqid539@pay,Hyderabad,Telangana,Net Banking,Tablet,Chrome,7696,107744,9,2021-07-20,1841
USR0333,Rehaan Madan,Male,46,Freelancer,143578,0685671427,rehaan.madan184@gmail.com,ACC4296344958,rehaan648@pay,Ahmedabad,Gujarat,Wallet,Windows Laptop,Firefox,6432,96480,21,2019-08-17,2544
USR0334,Fitan Ghosh,Male,32,Lawyer,121046,8014505012,fitan.ghosh121@gmail.com,ACC1071135963,fitan545@pay,Hyderabad,Telangana,Wallet,MacBook,Firefox,5460,43680,12,2019-06-08,2614
USR0335,Radha Vig,Female,57,Freelancer,30233,4158404433,radha.vig525@gmail.com,ACC4231461054,radha105@pay,Jaipur,Rajasthan,Net Banking,iPhone,Chrome,7847,141246,20,2018-09-10,2885
USR0336,Oviya Chakraborty,Female,20,Designer,132448,3647516061,oviya.chakraborty970@gmail.com,ACC8740820392,oviya818@pay,Mumbai,Maharashtra,Net Banking,Windows Laptop,Chrome,3985,35865,15,2022-12-05,1338
USR0337,Hiral Ramachandran,Female,32,Software Engineer,94256,5245556846,hiral.ramachandran907@gmail.com,ACC7630274264,hiral273@pay,Kochi,Kerala,Debit Card,Android,Chrome,5234,41872,7,2020-02-10,2367
USR0338,Ekani Kadakia,Female,59,Teacher,200293,9618300228,ekani.kadakia428@gmail.com,ACC2555936898,ekani168@pay,Pune,Maharashtra,Net Banking,Tablet,Edge,2640,47520,18,2021-07-01,1860
USR0339,Odika Trivedi,Female,61,Lawyer,217911,4779513282,odika.trivedi433@gmail.com,ACC7689680766,odika193@pay,Mumbai,Maharashtra,Credit Card,Tablet,Safari,2578,36092,18,2021-06-09,1882
USR0340,Chatresh Apte,Female,65,Doctor,244132,5290648035,chatresh.apte775@gmail.com,ACC6281827528,chatresh811@pay,Bangalore,Karnataka,Debit Card,Android,Firefox,4664,79288,17,2025-08-31,338
USR0341,Panini Bhatti,Male,28,Lawyer,186691,8624399721,panini.bhatti833@gmail.com,ACC5919148165,panini958@pay,Chennai,Tamil Nadu,Wallet,MacBook,Chrome,1024,13312,14,2018-11-24,2810
USR0342,Triveni Bera,Female,23,Freelancer,29897,4937606397,triveni.bera963@gmail.com,ACC9523139706,triveni638@pay,Kolkata,West Bengal,Wallet,Windows Laptop,Chrome,6837,68370,22,2021-07-25,1836
USR0343,Nitesh Contractor,Female,18,Teacher,242971,3490683677,nitesh.contractor302@gmail.com,ACC1836429847,nitesh812@pay,Jaipur,Rajasthan,Wallet,Tablet,Firefox,5539,55390,8,2021-01-07,2035
USR0344,Kevin Bumb,Female,33,Student,61273,5888777482,kevin.bumb292@gmail.com,ACC8643636805,kevin371@pay,Bangalore,Karnataka,Net Banking,MacBook,Firefox,4741,23705,9,2021-06-16,1875
USR0345,Janaki Sibal,Male,53,Business,210352,8912537429,janaki.sibal946@gmail.com,ACC7798642975,janaki365@pay,Jaipur,Rajasthan,Credit Card,iPhone,Firefox,4225,71825,7,2019-07-10,2582
USR0346,Simon Radhakrishnan,Female,29,Lawyer,152707,9520397111,simon.radhakrishnan582@gmail.com,ACC9900829971,simon311@pay,Bangalore,Karnataka,Credit Card,Android,Edge,7677,99801,21,2018-12-01,2803
USR0347,Gunbir Sinha,Female,54,Accountant,221842,2998611316,gunbir.sinha785@gmail.com,ACC8626138802,gunbir707@pay,Mumbai,Maharashtra,Net Banking,Tablet,Chrome,4448,35584,15,2026-06-01,64
USR0348,Shivani Jaggi,Male,42,Teacher,197448,1156123709,shivani.jaggi829@gmail.com,ACC6651020291,shivani988@pay,Mumbai,Maharashtra,Credit Card,Tablet,Chrome,6241,81133,14,2021-08-04,1826
USR0349,Neelima Mahal,Female,23,Lawyer,196605,9353762247,neelima.mahal87@gmail.com,ACC6061557739,neelima331@pay,Pune,Maharashtra,Credit Card,iPhone,Edge,1997,21967,22,2026-07-26,9
USR0350,Yatin Dhaliwal,Male,33,Teacher,248784,0871942704,yatin.dhaliwal221@gmail.com,ACC1984438848,yatin864@pay,Delhi,Delhi,Debit Card,Tablet,Edge,1777,14216,10,2025-08-30,339
USR0351,Frado Madan,Male,61,Accountant,180911,6817554157,frado.madan792@gmail.com,ACC5114549022,frado878@pay,Chennai,Tamil Nadu,Net Banking,Windows Laptop,Edge,4533,58929,22,2024-10-12,661
USR0352,Tanvi Zacharia,Male,50,Business,124301,2130014517,tanvi.zacharia778@gmail.com,ACC3476758136,tanvi65@pay,Mumbai,Maharashtra,Wallet,MacBook,Safari,4929,29574,18,2022-05-13,1544
USR0353,Oni Kapoor,Female,61,Doctor,139851,2381621166,oni.kapoor725@gmail.com,ACC7520641417,oni333@pay,Bangalore,Karnataka,UPI,Android,Firefox,3608,28864,17,2022-01-19,1658
USR0354,Gautami Hora,Female,57,Business,69060,0473202560,gautami.hora279@gmail.com,ACC6313472215,gautami492@pay,Jaipur,Rajasthan,Wallet,Windows Laptop,Edge,2006,40120,20,2026-07-29,6
USR0355,Aditya Tata,Male,44,Government Employee,115703,0670090622,aditya.tata296@gmail.com,ACC2935866295,aditya595@pay,Kolkata,West Bengal,Debit Card,Tablet,Firefox,7169,57352,15,2019-03-20,2694
USR0356,Charvi Sankar,Male,53,Lawyer,244476,0488171854,charvi.sankar210@gmail.com,ACC5937271321,charvi835@pay,Kolkata,West Bengal,UPI,iPhone,Safari,4592,41328,17,2024-04-23,833
USR0357,Lipika Deshmukh,Female,37,Business,167361,7323511945,lipika.deshmukh58@gmail.com,ACC2711123163,lipika717@pay,Kochi,Kerala,Debit Card,Android,Firefox,7166,93158,22,2024-04-24,832
USR0358,Saumya Sethi,Male,46,Government Employee,88096,7555035367,saumya.sethi378@gmail.com,ACC6401844042,saumya30@pay,Pune,Maharashtra,Net Banking,Android,Edge,7605,83655,12,2025-01-20,561
USR0359,Isha Behl,Female,40,Government Employee,196473,4062758977,isha.behl509@gmail.com,ACC5631725051,isha638@pay,Jaipur,Rajasthan,Credit Card,MacBook,Firefox,7612,76120,17,2025-01-12,569
USR0360,Rajeshri Natarajan,Female,58,Freelancer,169851,0976179356,rajeshri.natarajan879@gmail.com,ACC4895849088,rajeshri91@pay,Kolkata,West Bengal,Debit Card,Windows Laptop,Firefox,3068,46020,16,2023-06-18,1143
USR0361,Shivansh Pathak,Female,56,Lawyer,91106,1763858256,shivansh.pathak809@gmail.com,ACC9441870024,shivansh433@pay,Ahmedabad,Gujarat,Debit Card,iPhone,Chrome,1524,18288,15,2026-03-23,134
USR0362,Adya Pandit,Male,31,Doctor,124083,4209740127,adya.pandit107@gmail.com,ACC9068916300,adya571@pay,Bangalore,Karnataka,UPI,Android,Safari,4792,33544,10,2021-01-28,2014
USR0363,Chanchal Nadig,Female,57,Doctor,42101,3552511350,chanchal.nadig326@gmail.com,ACC1985076350,chanchal765@pay,Kolkata,West Bengal,Credit Card,MacBook,Firefox,1575,15750,7,2024-03-31,856
USR0364,Ayaan Oommen,Male,60,Government Employee,245540,6840229714,ayaan.oommen894@gmail.com,ACC7340036327,ayaan901@pay,Pune,Maharashtra,Wallet,Windows Laptop,Safari,1606,16060,21,2022-01-07,1670
USR0365,Ishita Deshpande,Female,51,Designer,101175,0161637702,ishita.deshpande503@gmail.com,ACC3317856944,ishita834@pay,Pune,Maharashtra,UPI,MacBook,Edge,3496,62928,15,2025-01-03,578
USR0366,Arya Nadig,Male,37,Student,20024,7473336901,arya.nadig844@gmail.com,ACC5880373288,arya303@pay,Jaipur,Rajasthan,Net Banking,Tablet,Chrome,6134,122680,22,2025-09-28,310
USR0367,Devansh Munshi,Female,18,Lawyer,229181,0899406962,devansh.munshi621@gmail.com,ACC9620935604,devansh392@pay,Delhi,Delhi,Debit Card,MacBook,Safari,3733,44796,12,2023-03-21,1232
USR0368,Forum Dhar,Female,42,Teacher,88938,0360534350,forum.dhar442@gmail.com,ACC3685741915,forum539@pay,Bangalore,Karnataka,Wallet,Windows Laptop,Edge,5812,75556,20,2026-03-10,147
USR0369,Sudiksha Palla,Male,22,Doctor,55815,0753211270,sudiksha.palla123@gmail.com,ACC8030400668,sudiksha642@pay,Delhi,Delhi,Net Banking,Windows Laptop,Safari,2038,30570,7,2019-06-27,2595
USR0370,Pratyush Lal,Male,21,Designer,25801,2873010794,pratyush.lal114@gmail.com,ACC6506640008,pratyush138@pay,Hyderabad,Telangana,Net Banking,Android,Firefox,1238,11142,7,2021-03-22,1961
USR0371,Indali Wali,Female,31,Government Employee,130164,2282551958,indali.wali814@gmail.com,ACC8728631945,indali390@pay,Delhi,Delhi,Net Banking,Android,Edge,1157,10413,8,2022-12-26,1317
USR0372,Rachana Salvi,Female,43,Software Engineer,162394,0774493651,rachana.salvi195@gmail.com,ACC8909351013,rachana846@pay,Ahmedabad,Gujarat,Net Banking,Android,Chrome,6792,81504,19,2023-09-20,1049
USR0373,Udyati Subramanian,Female,33,Student,72213,3561949453,udyati.subramanian762@gmail.com,ACC4311402472,udyati543@pay,Ahmedabad,Gujarat,Debit Card,MacBook,Safari,6082,85148,17,2023-07-30,1101
USR0374,Upkaar Dalal,Male,58,Student,215225,4883800730,upkaar.dalal543@gmail.com,ACC5819561096,upkaar502@pay,Jaipur,Rajasthan,Credit Card,iPhone,Edge,7770,46620,13,2022-03-25,1593
USR0375,Vedhika Bala,Male,33,Lawyer,105069,4125138844,vedhika.bala181@gmail.com,ACC8706848089,vedhika608@pay,Chennai,Tamil Nadu,UPI,MacBook,Firefox,573,3438,22,2020-10-17,2117
USR0376,Odika Keer,Male,41,Software Engineer,85201,2535131233,odika.keer521@gmail.com,ACC9982501269,odika643@pay,Hyderabad,Telangana,Credit Card,Android,Chrome,3412,30708,10,2024-02-16,900
USR0377,Zashil Bhagat,Male,49,Teacher,103031,0371186504,zashil.bhagat817@gmail.com,ACC9125201729,zashil760@pay,Jaipur,Rajasthan,Debit Card,Android,Safari,3434,30906,15,2026-07-08,27
USR0378,Baljiwan Chaudhry,Male,49,Accountant,166544,1215747685,baljiwan.chaudhry565@gmail.com,ACC8288721755,baljiwan204@pay,Delhi,Delhi,Wallet,iPhone,Edge,3151,59869,15,2025-09-11,327
